ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.0,0.1989814616133746,-0.011701850267762206,0.08549221755391727,1.0435415277313727,1.2271779664358455,-0.854559853839611,1.0287589375755317,-0.9352101098097331,0
-2.113013549350861,-1.6963820699637828,-0.1969622493278003,-0.24908754218640758,0.0,1.4734059899824121,0.2140933321771102,-0.5028842578567447,0.5144485425852376,0
0.6395028367583342,0.6848504020048769,-0.08728661103970076,1.079557753534498,0.0,-0.028251032352395723,0.5900239029133749,0.001188851594406673,-0.8477147404174035,0
0.7761800674657027,0.4371450114376623,0.09348338070457393,0.4674461219721874,0.6941899227351623,-0.5050794213930853,0.9390755169612801,1.6956621194239891,0.6352416641213635,0
1.263161174294593,-0.39847678549808435,-0.25277122500574667,-0.2936900145387521,-0.7101004741680347,-0.20226246421954722,-0.5921966159298461,-1.7182866186045846,0.11318767967789077,0
-0.9399204796535153,-0.21735240835795755,0.6703931062807617,0.20859212544832928,-0.21319240694406444,-1.2185044196186499,-1.2953689514854545,-0.5733781740417516,-1.3155832580579605,0
1.9738211646181503,1.2834772388343267,0.6704812940184224,0.19276276355249555,1.798906779507606,-1.1910722686099846,-0.09542673945637178,0.9095012417855394,-1.2087762083615625,0
0.9765615163110254,0.16058238527572302,-0.6219524402091539,-1.2917403019549063,-0.9151391348330553,0.45427912307077506,-0.41286355325909846,-0.17972887305385696,0.42088760995163593,0
0.0,-1.9584400558754014,-0.5693647226605335,0.3390621451634456,-1.9563426718552461,-0.280113676936197,-0.3366739534426993,-0.6227821584110727,-0.33943744582646623,0
2.574446666305559,0.760074954016664,0.3905920476646462,0.97958947325866,2.11064875793378,1.2235317456592778,0.8258219442910114,0.2787512362465418,0.3917884969084208,0
0.175740782857649,-0.7897856217216721,0.9878887229648982,0.21152657419499674,-0.21481474522471458,0.030144018680692185,0.30465675318108054,0.6166017923578018,-0.2760072777655619,0
0.5612534454179269,0.5456392541724668,-0.18516746305846662,0.49313316093529114,0.0,-0.4979130469642658,0.0684367790547617,0.5040032759131376,0.053450941626222694,0
0.02451045013968503,-1.0111941155796127,-0.1883255979479265,-1.7732441173165234,-1.5449083219895148,-0.6390771086922358,0.3809561520372587,0.6546039119987883,-0.4801688267800709,0
0.0,-1.1751965099871944,0.5489018453221209,-0.14695872158023546,-1.0321069622582297,-0.3629493291688937,1.1470705840298463,0.5052063531916479,0.4327199331768298,0
0.2608915304326719,0.2103968776181468,0.6394758568800698,-1.0353590520007792,0.0,0.19611233652649257,-0.22040513188290067,0.1950111760787906,0.7753609841761705,0
-0.46064637253206253,-0.2570451614648174,1.7261509658646625,1.2575294142101416,0.9225256449574,0.8173361872405968,-0.5963147968667005,0.43335553298271157,0.3972441874461747,0
-0.018217232530695005,0.3536632111407518,0.8617096934041644,1.4915961456328855,0.0,-0.9197453158602323,1.3755320445551975,-0.4867731508278147,0.2954918531149008,0
1.3192638083843873,1.9299881308014784,0.2668844079468177,-0.11336506690136951,1.9396987236545158,0.483290480325474,-0.1850010837606326,0.2528138756991223,0.5172813692630561,0
1.1898373948096648,2.0692093548883275,-0.1257865969464425,-0.46590884377994946,0.0,0.08236425528570487,-0.29599804549947595,-0.12863089109574982,-1.4321414306241242,0
0.18227830243431703,0.44023958471654123,0.40309081744171693,-1.357320984636673,0.0594351307456768,0.41384160134536385,-0.3805055637913258,-0.17978041472184925,-1.3150261063609052,0
0.0,0.7651878337090765,0.11809749050424358,1.6119110809706523,0.0,1.1454207702511612,0.4704866027528301,-1.0496791245614094,0.16820062288149384,0
